iter	Passed	Remaining
227	7462	319857
228	7496	319881
229	7529	319842
230	7561	319788
231	7598	319937
232	7631	319894
233	7664	319878
234	7695	319780
235	7729	319771
236	7764	319854
237	7798	319885
238	7836	320062
239	7873	320199
240	7907	320210
241	7941	320231
242	7973	320159
243	8005	320091
244	8035	319932
245	8066	319843
246	8097	319730
247	8129	319664
248	8156	319403
249	8189	319406
250	8221	319329
251	8253	319252
252	8284	319161
253	8316	319122
254	8348	319028
255	8380	318973
256	8412	318922
257	8444	318862
258	8476	318812
259	8511	318855
260	8545	318860
261	8578	318829
262	8611	318809
263	8645	318817
264	8678	318819
265	8711	318789
266	8744	318773
267	8776	318716
268	8809	318685
269	8842	318649
270	8873	318545
271	8908	318625
272	8941	318590
273	8973	318511
274	9005	318454
275	9038	318433
276	9070	318399
277	9100	318265
278	9130	318136
279	9162	318085
280	9194	318024
281	9226	317954
282	9259	317935
283	9292	317919
284	9323	317813
285	9355	317745
286	9384	317612
287	9414	317464
288	9444	317368
289	9478	317363
290	9509	317268
291	9547	317429
292	9579	317379
293	9613	317369
294	9646	317348
295	9679	317330
296	9713	317344
297	9745	317294
298	9777	317214
299	9809	317179
300	9842	317141
301	9873	317077
302	9907	317081
303	9939	317020
304	9971	316957
305	10005	316964
306	10037	316929
307	10070	316879
308	10102	316850
309	10132	316709
310	10166	316716
311	10200	316749
312	10233	316727
313	10267	316709
314	10298	316646
315	10332	316644
316	10365	316609
317	10399	316620
318	10430	316555
319	10462	316481
320	10493	316396
321	10527	316415
322	10562	316453
323	10593	316374
324	10626	316346
325	10655	316211
326	10689	316219
327	10722	316194
328	10763	316383
329	10810	316774
330	10854	317084
331	10893	317216
332	10935	317462
333	10971	317504
334	11003	317463
335	11038	317499
336	11077	317635
337	11113	317676
338	11150	317765
339	11191	317978
340	11231	318143
341	11268	318218
342	11307	318354
343	11341	318341
344	11373	318306
345	11408	318315
346	11446	318412
347	11481	318445
348	11517	318499
349	11556	318628
350	11595	318767
351	11635	318924
352	11676	319108
353	11724	319488
354	11775	319941
355	11817	320133
356	11853	320179
357	11896	320397
358	11937	320576
359	11974	320639
360	12009	320666
361	12048	320787
362	12080	320723
363	12114	320711
364	12148	320677
365	12181	320645
366	12220	320752
367	12253	320710
368	12283	320597
369	12314	320505
370	12346	320450
371	12378	320379
372	12409	320277
373	12440	320184
374	12473	320141
375	12505	320100
376	12535	319961
377	12565	319860
378	12598	319806
379	12631	319776
380	12663	319722
381	12692	319577
382	12721	319443
383	12752	319341
384	12783	319247
385	12815	319202
386	12855	319334
387	12887	319268
388	12917	319151
389	12950	319103
390	12982	319045
391	13015	319013
392	13046	318916
393	13073	318735
394	13101	318577
395	13129	318429
396	13159	318319
397	13188	318172
398	13219	318087
399	13250	318022
400	13280	317913
401	13311	317831
402	13342	317741
403	13376	317723
404	13410	317707
405	13443	317666
406	13475	317628
407	13510	317624
408	13551	317781
409	13584	317755
410	13616	317686
411	13647	317603
412	13677	317487
413	13708	317417
414	13739	317339
415	13773	317310
416	13801	317160
417	13829	317023
418	13856	316854
419	13886	316755
420	13916	316631
421	13945	316526
422	13976	316439
423	14007	316357
424	14044	316413
425	14073	316290
426	14101	316153
427	14131	316032
428	14159	315895
429	14186	315737
430	14215	315612
431	14242	315449
432	14272	315353
433	14302	315240
434	14333	315173
435	14361	315037
436	14390	314920
437	14420	314824
438	14449	314701
439	14481	314643
440	14512	314576
441	14544	314514
442	14575	314435
443	14609	314424
444	14638	314317
445	14665	314161
446	14700	314162
447	14733	314149
448	14763	314035
449	14794	313962
450	14825	313889
451	14858	313872
452	14888	313771
453	14923	313780
454	14954	313722
455	14964	313208
456	14997	313178
457	15045	313460
458	15086	313586
459	15129	313762
460	15165	313800
461	15198	313781
462	15229	313709
463	15258	313586
464	15290	313533
465	15319	313421
466	15347	313295
467	15381	313278
468	15408	313133
469	15436	312998
470	15463	312839
471	15494	312778
472	15526	312731
473	15554	312596
474	15584	312519
475	15615	312446
476	15645	312358
477	15674	312245
478	15704	312147
479	15731	312003
480	15761	311916
481	15792	311849
482	15820	311732
483	15849	311628
484	15878	311512
485	15908	311420
486	15939	311364
487	15971	311317
488	15999	311190
489	16029	311103
490	16056	310968
491	16086	310874
492	16117	310812
493	16147	310734
494	16176	310619
495	16208	310576
496	16237	310470
497	16266	310376
498	16298	310316
499	16328	310249
500	16358	310155
501	16390	310105
502	16420	310028
503	16454	310018
504	16487	309998
505	16525	310058
506	16564	310158
507	16601	310193
508	16634	310181
509	16670	310207
510	16704	310190
511	16737	310175
512	16769	310113
513	16799	310043
514	16828	309932
515	16843	309583
516	16874	309524
517	16906	309477
518	16941	309484
519	16974	309457
520	17015	309586
521	17067	309895
522	17107	309990
523	17142	310000
524	17174	309966
525	17208	309943
526	17242	309936
527	17274	309887
528	17305	309838
529	17338	309799
530	17374	309832
531	17411	309864
532	17446	309876
533	17476	309795
534	17506	309722
535	17541	309723
536	17584	309873
537	17623	309950
538	17659	309976
539	17694	309975
540	17731	310015
541	17770	310093
542	17804	310094
543	17839	310092
544	17875	310110
545	17916	310215
546	17952	310253
547	17986	310235
548	18022	310250
549	18057	310259
550	18096	310329
551	18132	310348
552	18166	310337
553	18203	310375
554	18238	310383
555	18273	310380
556	18310	310419
557	18344	310404
558	18378	310387
559	18414	310409
560	18448	310397
561	18484	310420
562	18523	310486
563	18558	310499
564	18596	310537
565	18643	310748
566	18683	310839
567	18721	310880
568	18756	310881
569	18795	310945
570	18836	311047
571	18876	311134
572	18910	311111
573	18947	311148
574	18985	311194
575	19025	311282
576	19064	311335
577	19097	311307
578	19127	311218
579	19158	311156
580	19188	311082
581	19218	311000
582	19249	310927
583	19280	310869
584	19310	310790
585	19345	310786
586	19377	310740
587	19409	310681
588	19440	310619
589	19470	310533
590	19505	310534
591	19537	310484
592	19577	310570
593	19616	310631
594	19654	310669
595	19692	310725
596	19731	310783
597	19765	310766
598	19802	310793
599	19831	310691
600	19859	310582
601	19890	310509
602	19917	310384
603	19949	310342
604	19977	310230
605	20005	310122
606	20039	310106
607	20075	310115
608	20111	310124
609	20150	310187
610	20186	310199
611	20218	310154
612	20255	310173
613	20288	310136
614	20323	310141
615	20358	310138
616	20394	310143
617	20429	310137
618	20465	310149
619	20498	310121
620	20535	310146
621	20570	310148
622	20607	310171
623	20642	310170
624	20675	310138
625	20711	310139
626	20751	310207
627	20787	310228
628	20823	310240
629	20857	310217
630	20895	310257
631	20931	310262
632	20969	310295
633	21006	310331
634	21043	310352
635	21078	310343
636	21119	310427
637	21156	310451
638	21188	310393
639	21220	310350
640	21259	310400
641	21299	310466
642	21336	310486
643	21377	310564
644	21415	310608
645	21457	310698
646	21500	310805
647	21542	310906
648	21580	310943
649	21618	310975
650	21656	311008
651	21695	311061
652	21735	311124
653	21778	311222
654	21815	311238
655	21854	311296
656	21892	311333
657	21934	311420
658	21976	311505
659	22018	311590
660	22056	311629
661	22097	311702
662	22137	311754
663	22175	311790
664	22216	311870
665	22254	311902
666	22294	311960
667	22337	312055
668	22381	312164
669	22420	312219
670	22463	312314
671	22513	312506
672	22555	312595
673	22600	312718
674	22646	312853
675	22690	312964
676	22736	313104
677	22776	313162
678	22828	313380
679	22870	313454
680	22909	313499
681	22950	313561
682	22995	313687
683	23034	313721
684	23078	313834
685	23117	313866
686	23157	313924
687	23195	313946
688	23236	314018
689	23277	314082
690	23317	314131
691	23357	314184
692	23396	314209
693	23437	314274
694	23480	314364
695	23522	314446
696	23562	314489
697	23600	314514
698	23640	314558
699	23678	314589
700	23716	314609
701	23756	314656
702	23796	314699
703	23833	314709
704	23875	314777
705	23914	314814
706	23955	314879
707	23997	314954
708	24041	315043
709	24081	315099
710	24121	315136
711	24160	315169
712	24197	315172
713	24238	315230
714	24276	315253
715	24314	315279
716	24353	315300
717	24393	315343
718	24433	315391
719	24473	315434
720	24515	315511
721	24561	315627
722	24601	315665
723	24640	315696
724	24678	315720
725	24716	315736
726	24755	315758
727	24798	315836
728	24843	315948
729	24885	316008
730	24924	316044
